Ques Num,Question/Request,Response,Maturity,Additional Information,AUP Reference,ISO 27002:2013 Relevance,,SIG Tab
M.1.22.1,Email?,Yes,,See M.1.21,,,,End User Device Security
M.1.22.2,Scoped Systems and Data?,No,,See M.1.21,,,,End User Device Security
M.1.23,Is there a mobile device management program in place that has been approved by management and communicated to appropriate constituents?,Yes,,Overall security training occurs upon hire.  Individuals are required to sign FactSet's Mobile Device Acceptable Use Policy.  BYOD devices are MDM managed and do not have access to client data.,,,,End User Device Security
M.1.23.1,Are all mobile devices evaluated as part of the IT Risk Management program?,Yes,,,,,,End User Device Security
M.1.23.2,Are any of the following mobile device ownership models supported:,,,,,6.2.1,Mobile device policy,End User Device Security
M.1.23.2.1,"Assessee owned and managed mobile devices? (COPE, CL)",Yes,,,,6.2.1,Mobile device policy,End User Device Security
M.1.23.2.2,Constituent owned (BYOD) and Assessee un-managed mobile devices?,No,,,,6.2.1,Mobile device policy,End User Device Security
M.1.23.2.3,Constituent owned (BYOD) and Assessee managed mobile devices?,Yes,,,,6.2.1,Mobile device policy,End User Device Security
M.1.23.3,Is there a Mobile Device Management solution in place?,Yes,,,,,,End User Device Security
M.1.23.4,"Prior to device on-boarding are constituents required to sign a legal agreement which details the obligations and rights related to mobile devices? If yes, does it include:",Yes,,,,6.2.1.Section 2.b,Mobile device policy,End User Device Security
M.1.23.4.1,Owner of data on the mobile device?,Yes,,,,6.2.1.Section 2.b,Mobile device policy,End User Device Security
M.1.23.4.2,User's responsibility in ensuring the security of the mobile device?,Yes,,,,6.2.1,Mobile device policy,End User Device Security
M.1.23.4.3,Security requirements for Scoped Systems and Data will override user's personal use?,Yes,,,,,,End User Device Security
M.1.23.4.4,Support roles and responsibilities?,Yes,,,,,,End User Device Security
M.1.23.5,"In the event of a data compromise investigation, have procedures been implemented to do the following:",,,,,,,End User Device Security
M.1.23.5.1,Remotely wipe the mobile device?,Yes,,,,,,End User Device Security
M.1.23.5.2,Remotely access Scoped Data on the mobile?,No,,see M.1.2.1,,,,End User Device Security
M.1.23.5.3,Physically access Scoped Data on the mobile device?,No,,see M.1.2.1,,,,End User Device Security
M.1.23.5.4,Perform a forensic analysis on the mobile device?,No,,,,,,End User Device Security
M.1.23.6,"Is there an approved process to support the mobile device lifecycle? If yes, does it include:",Yes,,,,6.2.1.a,Mobile device policy,End User Device Security
M.1.23.6.1,On-boarding mobile devices?,Yes,,,,6.2.1.a,Mobile device policy,End User Device Security
M.1.23.6.2,Off-boarding mobile devices?,Yes,,,,6.2.1.a,Mobile device policy,End User Device Security
M.1.23.6.3,Asset Tracking against the mobile devices each constituent is permitted to connect with?,Yes,,,,,,End User Device Security
M.1.23.7,"Is there an approved process for IT to off-board mobile devices when a constituent terminates, or requests to on-board a new mobile device? If yes, does it:",Yes,,,,,,End User Device Security
M.1.23.7.1,Identify if the constituent has any legacy devices accessing Scoped Systems and Data?,Yes,,,,,,End User Device Security
M.1.23.7.2,"Confirm that Scoped Data, Assessee settings and accounts have been removed from the legacy mobile device?",Yes,,,,,,End User Device Security
M.1.23.8,Is the identity management system (directory services) integrated with mobile infrastructure to support people joining/leaving/changing roles in the enterprise?,Yes,,,,,,End User Device Security
M.1.23.9,Is Mobile Device Management subject to an internal or external audit?,No,,FactSet does not conduct audits.  FactSet’s Security Assurance group performs internal security assessments on a regular basis.,,,,End User Device Security
M.1.23.10,Are there approved mobile operating system versions permitted to connect to the Assessee's environment?,Yes,,,,6.2.1,Mobile device policy,End User Device Security
M.1.23.10.1,Are mobile operating system versions that are deemed end of life permitted to connect to Scoped Systems and Data?,Yes,,,,6.2.1,Mobile device policy,End User Device Security
M.1.23.11,"Are constituents permitted to create and activate mobile hotspots? (Bring Your Own Network, BYON).",Yes,,,,6.2.1,Mobile device policy,End User Device Security
M.1.24,"Are desktop computers used to transmit, process or store Scoped Systems and Data. If yes, is:",No,,,,,,End User Device Security
M.1.24.1,"Use of removable media (floppy disk, recordable CD/DVD, USB drive, etc.) is logged?",No,,"The use of removable media is not considered acceptable use.  FactSet has policies in place that govern acceptable use for accessing and copying data for the purpose of support.  Access to production systems as well as client data is monitored, logged, and limited to individuals in support and client facing roles.  FactSet employees specify a business case for each request to access client data.  Clients may subscribe to Access Audit to receive timely copies of logs containing the stated business cases.  Actions being performed on tagged client data, that violate FactSet's security policy, alert the FactSet Security Team who immediately investigates the incident.  

For our Enterpise Hosting enviornments (single-tenant), FactSet designates specific administrators with access to Client Pods.  Access to the environment is based on employee role and segregation of administrative duties is in place.  Additionally access is only allowed from a whitelisted set of internal hosts.

FactSet is actively investigating improvements to its Data Leakage Prevention program to cover removable media.",,8.3.1.b,Management of Removable Media,End User Device Security
M.1.24.2,Security approval required prior to implementing non-standard operating equipment?,Yes,,,,13.1.1,Network Controls,End User Device Security
M.1.24.3,Security approval required prior to implementing freeware or shareware applications?,No,,FactSet employs application control technologies to prevent the installation of a blacklist of applications.,,13.1.1,Network Controls,End User Device Security
M.1.24.4,Non-company managed PCs used to connect to the company network?,No,,,,,,End User Device Security
M.1.24.5,"Installation of software on company-owned equipment (workstations, mobile devices) restricted to administrators?",Yes,,,,13.1.1,Network Controls,End User Device Security
M.2,"Are staff technically prevented from accessing the administrative environment via non-managed private devices? If yes, is it from:",Yes,5,,H.3 Logical Access Authorization,"9.1.1
9.1.2

9.2.1

9.2.3 ","- Access control policy,
- Access to networks and network services,
- User registration and de-registration,
- Management of privileged access rights",End User Device Security
M.2.1,Admin access (shell or UI): Internal (from within Service Provider network)?,Yes,,,,,,End User Device Security
M.2.2,Non-Admin access (shell or UI): Internal (from within Service Provider network)?,Yes,,,,,,End User Device Security
M.2.3,Admin access (shell or UI): Remote (from outside of Service Provider network)?,Yes,,,,,,End User Device Security
M.2.4,Non-admin access (shell or UI): Remote (from outside of Service Provider network)?,Yes,,,,,,End User Device Security
N.1,"Are there external network connections (Internet, extranet, etc.)? If yes, are there:",Yes,,,"B.2 Information Security Standards
N.Network Security",13.1.1,Network Controls,Network Security
N.1.1,"Security and hardening standards for network devices, including Firewalls, Switches, Routers and Wireless Access Points (baseline configuration, patching, passwords, access control)?",Yes,5,,N. Network Security,13.1.1.c,Network Controls,Network Security
N.1.2,"Standards reviewed and/or updated at least annually to account for any changes in environment, available security features and/or leading practices?",Yes,,,N. Network Security,,,Network Security
N.1.2.1,Reviews performed to validate compliance with documented standards at least twice yearly?,No,,,,13.1.1.d 18.2.3,"Network controls, Technical compliance review",Network Security
N.1.3,Is there an approval process prior to installing a network device?,Yes,,,N.9 Network Security - Authorized Network Traffic,12.1.2.d,Change Management,Network Security
N.1.4,"Is security approval required to connect a Company Network-connected endpoint (Server, Workstation) or wireless access point to another network device (e.g. modem line, cable modem, DSL phone line, wireless access point) that's connected to the Internet or a non-company network?",Yes,,,N.9 Network Security - Authorized Network Traffic,9.1.2.b,Access to networks and network services,Network Security
N.1.5,Is there a process to prevent unauthorized devices from physically connecting to the internal network or to detect and alert an administrator?,No,,LAN connections in public areas are disconnected.,N.9 Network Security - Authorized Network Traffic,13.1.2,Security of Network Services,Network Security
N.1.6,"Does outbound web traffic get scanned for malware, malicious/blacklisted sites and Data policy violations, with any authorized exclusions documented?",Yes,,,N.9 Network Security - Authorized Network Traffic,13.1.2,Security of Network Services,Network Security
N.1.7,Is every connection to an external network terminated at a firewall?,Yes,,"Intercepted/analyzed, but not necessarily terminated",N.2 Network Security - Firewall(s) and/or Other Devices Providing the Same Functionality,13.1.3,Segregation In Networks,Network Security
N.1.8,Are firewalls used to isolate critical and sensitive systems into network segments separate from network segments with less sensitive systems?,Yes,,,N.2 Network Security - Firewall(s) and/or Other Devices Providing the Same Functionality,13.1.3,Segregation In Networks,Network Security
N.1.9,"Are all firewall rules reviewed and updated at least quarterly to identify and remove any networks, sub networks, hosts, protocols or ports no longer in use?",Yes,,,N.2 Network Security - Firewall(s) and/or Other Devices Providing the Same Functionality,18.2.2,Compliance with security policies and standards,Network Security
N.1.10,Do network devices deny all access by default?,Yes,,,,9.1.1,Access Control Policy,Network Security
N.1.11,"Do the firewalls have any rules that permit 'any' network, sub network, host, protocol or port on any of the firewalls (internal or external)?",No,,Firewall ports are restricted to allow only those with a business need.  ,N.2 Network Security - Firewall(s) and/or Other Devices Providing the Same Functionality,9.1.1.f,Access control policy,Network Security
N.1.12,"Is access to diagnostic or maintenance ports on network devices restricted to users with authorized credentials, and if available, trusted networks, devices, and/or applications?",Yes,,,N.5 Externally Facing Open Administrative Ports,9.1.2.a,Access to networks and network services,Network Security
N.1.13,Is remote access to administrative interfaces configured to require authentication and encryption?,Yes,,,H.8 Restrictions and Multifactor Authentication for Remote Access,9.1.2.d,Access to networks and network services,Network Security
N.1.14,Are default passwords and community strings changed or disabled prior to placing the device into production?,Yes,,,,,,Network Security
N.1.15,Are SNMP Community Strings changed annually and when personnel with knowledge of the strings have left the organization?,N/A,,SNMP not available from outside,,,,Network Security
N.1.16,Is radius or other authentication technology used to enforce password policy compliance on all network devices?,Yes,,A central auth system is in place.,,,,Network Security
N.1.17,Is remote access to network devices permitted?,Yes,,,,,,Network Security
N.1.17.1,"Is there a remote access policy for systems transmitting, processing and storing Scoped Systems and Data that has been approved by management and communicated to constituents?",Yes,,,H.8 Restrictions and Multifactor Authentication for Remote Access,,,Network Security
N.1.17.2,Are split tunneling or bridged internet connections while remotely connected to the company network prohibited by policy and/or technical control?,Yes,,,,,,Network Security
N.1.17.3,Is only company owned equipment permitted to connect remotely?,Yes,,,,,,Network Security
N.1.17.4,"Is remote desktop technology (e.g. RDP, Citrix) used to access the network remotely?",Yes,,,,,,Network Security
N.1.17.5,Are remote users prevented from copying data to remote devices?,No,,"Access to production systems, as well as client data, is monitored, logged, and limited to individuals in support and client facing roles.  Actions being performed on tagged client data, that violate FactSet's security policy, alert the FactSet Security Team who immediately investigate the incident.  FactSet is actively investigating improvements to its Data Leakage Prevention program. ",,,,Network Security
N.1.17.6,Are encrypted communications required for all remote connections?,Yes,,,D.5 Data Security Policy - Encryption,,,Network Security
N.1.17.7,Is multi-factor authentication required for remote access?,Yes,,,H.8 Restrictions and Multifactor Authentication for Remote Access,,,Network Security
N.1.17.8,Is there a separate network segment or endpoints for remote access to internal networks?,Yes,,Employees connect via secure VPN with strong per machine certificate-based authentication using company issued computers.,H.8 Restrictions and Multifactor Authentication for Remote Access,13.1.3,Segregation in networks,Network Security
N.1.18,"Is there a process that requires security approval to allow external networks to connect to the company network, and enforces the least privilege necessary?",Yes,,,,9.1.2.b,Access to networks and network services,Network Security
N.1.18.1,"Is there a process that requires security approval to allow connections to internal network services from third-party users, and enforces the least privilege necessary?",N/A,,"
With the exception of third party data feeds and datacenter facility providers, no services delivered to clients or involving client data are outsourced to third parties.  Third parties do not have access to client data.",,,,Network Security
N.1.18.2,"Are third-party support personnel granted remote network access only upon request, their activity is logged while active, their access is removed immediately upon completion of support, and their activity is reviewed upon completion of their support tasks?",N/A,,see N.1.18.2,,,,Network Security
N.1.19,"Are all available high-risk security patches applied and verified at least monthly? If yes, does it include:",No,,"FactSet maintains a regular patch management process and makes deliberate determinations of the train, version and patch level for each class of device.  Such patches are evaluated, tested, and released as appropriate.  FactSet monitors both threat assessments and vendor-issued updates continuously to perform timely patching.  FactSet maintains appropriate patching levels along with compensating controls to ensure devices are not vulnerable to attack.  FactSet patches all high severity vulnerabilities at least quarterly.  FactSet expedites patching for high vulnerabilities when there are known exploits in the wild.  FactSet also leverages patching techniques from COTS vendors such as kernel splicing to allow for patching to be expedited in a zero downtime manner and limit exposure.",,12.6.1.g,Management of technical vulnerabilities,Network Security
N.1.19.1,"Testing of patches, service packs, and hot fixes prior to installation?",Yes,,,,,,Network Security
N.1.19.2,Evaluation and prioritization of vulnerabilities?,Yes,,,,,,Network Security
N.1.19.3,Priority patching of high-risk systems first?,Yes,,,,,,Network Security
N.1.19.4,Logging of patch successes and failures?,Yes,,,,,,Network Security
N.1.19.5,Are third party alert services used to keep up to date with the latest vulnerabilities?,Yes,,,,,,Network Security
N.1.19.6,"Are all patching exceptions necessary, documented, and approved by Information Security?",Yes,,,,,,Network Security
N.1.20,"Sufficient detail contained in logs to support incident investigation, including timestaps, IP info, successful and failed login attempts, changes to sensitive configuration settings and rulesets and disabling of auditing logs?",Yes,,,O.1 Network Logging,13.1.1.d,Network Controls,Network Security
N.1.20.1,Events relevant to supporting incident investigation stored on alternate systems (e.g. SIEM)?,Yes,,,,12.4.2,Protection of Log Information,Network Security
N.1.20.2,"Logs relevant to supporting incident investigation protected against modification, deletion and/or inappropriate access?",Yes,,,,,,Network Security
N.1.20.3,Events relevant to supporting incident investigation retained for a minimum of one year?,Yes,,,,,,Network Security
N.1.20.4,Events relevant to supporting incident investigation regularly reviewed using a specific methodology to uncover potential incidents?,Yes,,,,,,Network Security
N.1.20.5,System generated notifications generated in the event the system fails to write an event to an audit log?,Yes,,,,12.4.1,Event logging,Network Security
N.1.21,"Are Intrusion Detection/Prevention Systems employed in all sensitive network zones and wherever firewalls are enabled? If yes, do they include:",Yes,5,,N.3 Network Security - IDS/IPS Attributes,13.1.2,Security of Network Services,Network Security
N.1.21.1,Configuration to send alerts to security personnel when the volume or combination of security events indicate a likely security incident or compromise?,Yes,,,,12.4.1,Event logging,Network Security
N.1.21.2,Is the interval between the availability of a new IDS signature update and its deployment in 'Detect' mode no longer than 24 hours?,Yes,,,N.3 Network Security - IDS/IPS Attributes,13.6.1,Management of technical vulnerabilities,Network Security
N.1.21.3,Review and correction of false positives at least weekly?,Yes,,,,,,Network Security
N.1.21.4,Signatures intended for blocking traffic thoroughly tested for false positives before being put into 'Block' mode?,Yes,,,,,,Network Security
N.1.21.5,IDS/IPS monitoring and alert escalation to security incident response personnel 24x7x365?,Yes,,,,13.1.1.d,Network Controls,Network Security
N.1.21.6,IDS/IPS events sent to a central logging system or SIEM?,Yes,,,,12.2.1.i,Controls against malware,Network Security
N.1.22,"Is there a DMZ environment within the network that transmits, processes or stores Scoped Systems and Data? If yes, is it:",Yes,,,,,,Network Security
N.1.22.1,Limited to only those servers that require access from the Internet?,Yes,,,,13.1.3,Segregation In Networks,Network Security
N.1.22.2,Divided into isolated DMZ network segments for devices that initiate outbound traffic to the Internet and those that only receive inbound traffic?,Yes,,,,13.1.3,Segregation In Networks,Network Security
N.1.22.3,Divided into isolated application and database network segments for internet-facing webpages or other applications with an internet presence?,Yes,,,,,,Network Security
N.2,"Are wireless networking devices connected to networks containing scoped systems and data? Is yes, is there:",No,,"FactSet employee wireless is protected by 802.1x (WPA2 Enterprise), certificates, and EAP-TLS for active encryption and key rotation.  Wireless only allowed on Corporate network.",N.7 Unauthorized Wireless Networks,13.1.1.c,Network Controls,Network Security
N.3,"Are there controls to prevent one client attempting to compromise another client in a resource pooled environment? If yes, does that include:",Yes,5,"FactSet utilizes layered security controls to enforce proper separation and access authorization of client data.  Client workspaces, access entitlements, and storage are logically separated via operating system and application layer security models.  Client data are stored in separate databases unique to that client.  FactSet's Enterprise Hosting environment is single-tenant.",H.3 Logical Access Authorization,12.4.1 15.2.1,"Event Logging,
Monitoring and review of supplier services",Network Security
N.3.1,Inbound/Outbound firewalls between tenants?,Yes,,For single-tenant environments.,,12.4.1 15.2.1,"Event Logging,
Monitoring and review of supplier services",Network Security
N.3.2,IPS monitoring between tenants?,Yes,,For single-tenant environments.,,12.4.1 15.2.1,"Event Logging,
Monitoring and review of supplier services",Network Security
N.3.3,Real-time alerting?,Yes,,,,12.4.1 15.2.1,"Event Logging,
Monitoring and review of supplier services",Network Security
N.3.4,Real-time monitoring by service provider?,N/A,,Services are provided in-house by FactSet.,,12.4.1 15.2.1,"Event Logging,
Monitoring and review of supplier services",Network Security
N.4,"Is 24x7x365 security monitoring performed? If yes, does it include:",Yes,,,V.4 Security Review of Hypervisor Configuration,12.4.1 12.4.3 12.5 12.6.1 ,"Event logging, Administrator and operator logs, Control of operational software, Management of technical vulnerabilities",Network Security
N.4.1,Inbound: Internet to Client environment?,Yes,,,,,,Network Security
N.4.2,Outbound: Client environment to Internet?,Yes,,,,,,Network Security
N.4.3,Internal: Service Provider administrative environment to Client environment?,Yes,,,,,,Network Security
N.4.4,Internal: Client environment to Service Provider administrative environment?,Yes,,,,,,Network Security
N.4.5,Internal: Monitoring between each Tenant's Client environments?,Yes,,,,,,Network Security
P.1,"Is Scoped Data transmitted, processed, or stored that can be classified as non-public information (NPI), personally identifiable information (PII), or sensitive customer financial information? If yes, describe and list types of data:",Yes,5,"Much of the content that is uploaded (holdings, positions, research, factors) would be considered NPI.  FactSet encourages our clients not to send Personally Identifiable Information (PII).  FactSet works with clients to upload only the essential data required to work with FactSet.  This includes, among other fields – date, symbol-ISO, quantity, and price for holdings.  Transactions, Returns, Factors, etc. are also uploaded to enhance the data for use in analytical applications.  FactSet does not periodically audit uploaded data for presence of PII – and it is the client’s responsibility to scrub data to remove PII before sending to FactSet.",,8.2.1,Classification of Information,Privacy
P.1.1,"Is there a documented data protection program with administrative, technical, and physical safeguards for the protection of Scoped Data?",Yes,,,P.6 Management of Client Scoped Privacy Data,,,Privacy
P.1.2,"Do agreements with third parties who have access or potential access to Scoped Data, address confidentiality, audit, security, and privacy, including but not limited to incident response, ongoing monitoring, data sharing and secure disposal of Scoped Data?",N/A,,Third parties do not have access to client data.,P.4 Third Party Privacy Agreements,15.1.2 ,Addressing security within supplier agreements,Privacy
P.1.3,Is there a policy and process to limit or prevent the sharing of Scoped Data with affiliates unless authorized?,N/A,,see P.1.2,P.6 Management of Client Scoped Privacy Data,8.2.3 ,Handling of assets,Privacy
P.1.4,For services provided on behalf of a client that include direct interaction with client's customers are policies and processes in place to log and report privacy complaints?,N/A,,FactSet does not interact with our client's customers.,P.4 Third Party Privacy Agreements,,,Privacy
P.1.5,"Are there documented policies and procedures to detect and report unauthorized acquisition, use, or disclosure of PHI Scoped Data? If yes, describe.",N/A,,FactSet should not be receiving PHI (Personal Health Information).,P.8 Privacy Incident Notification and Response Management,16.1.2 ,Reporting information security events,Privacy
P.1.6,"Are there contractual provisions, and control mechanisms to ensure that privacy and security obligations of the Assessee extend to the Assessees suppliers, vendor or subcontractors?",N/A,,see P.1.2,P.4 Third Party Privacy Agreements,15.1.2 ,Addressing security within supplier agreements,Privacy
P.1.7,Are there documented procedures to enable the ability to reasonably amend PHI maintained by the Assessee upon request?,N/A,,see P.1.5,P.4 Third Party Privacy Agreements,,,Privacy
P.1.8,Are there logs or records of disclosures of PHI that can be provided upon request?,N/A,,see P.1.5,P.1 Scoped Privacy Data Inventory and Flows,8.2.3.b,Handling of assets,Privacy
P.1.9,Is a business associate contract in place to address obligations for the privacy and security requirements for the services provided?,Yes,,Please refer to your Master Client License Agreement.,P.4 Third Party Privacy Agreements,15.1.2 ,Addressing security within supplier agreements,Privacy
P.1.10,"Are there training logs for employees (including management) with access or potential access to client PHI to meet the privacy and security obligations required by HIPAA? If yes, describe.",N/A,,see P.1.5,P.7 Privacy Awareness,7.2.2 ,"Information security awareness, education and training",Privacy
P.2,"For Scoped Data, is personal information about individuals transmitted to or received from countries outside the United States? If yes, list the countries.",N/A,,"FactSet should not be receiving any personal information, and third parties do not have access to client data.",,,,Privacy
P.3,"Is personal information transmitted, processed, stored, or disclosed to or retained by third parties? If yes, describe.",No,,see P.2,,15,Supplier Relationships,Privacy
P.4,"Is there a documented privacy policy or procedures for the protection of information transmitted, processed, or maintained on behalf of the client?",Yes,5,FactSet's Privacy Policy is available at http://www.factset.com/privacy.  Please also refer to FactSet's Code of Conduct and Ethics at http://investor.factset.com/investors/corporate-governance/default.aspx,P.2 Privacy Policy and Privacy Notices,15.1.1,Information security policy for supplier relationships,Privacy
P.5,"Is personal information collected directly from individuals? If yes, describe.",No,,see P.2,P.6 Management of Client Scoped Privacy Data,,,Privacy
P.6,Are controls in place to ensure that the collection of personal information is limited?,N/A,,see P.2,P.6 Management of Client Scoped Privacy Data,8.2.3,Handling of assets,Privacy
P.7,Are controls in place to ensure that the collection and usage of personal information is limited and in compliance with applicable law?,N/A,,see P.2,P.6 Management of Client Scoped Privacy Data,8.2.3,Handling of assets,Privacy
P.8,"Are transactions for covered accounts accessed, modified, or processed, including address changes and discrepancies? If yes, describe.",No,,FactSet does not process payments or transactions.,,,,Privacy
T.1,"Is there an anti-malware policy or program that has been approved by management, communicated to appropriate constituents and an owner to maintain and review the policy? If yes, does it include:",Yes,5,"Antivirus is in place where appropriate and necessary.  This includes, but may not be limited to email gateways, file servers, and end user machines.  FactSet employs industry standard anti-virus solutions.","T.1 Virus Protection (Servers)
T.2 Virus Protection (Workstations)",12.2.1,Controls Against Malware,Threat Management
T.1.1,Defined operating systems that require antivirus?,Yes,,,,,,Threat Management
T.1.2,Defined antivirus configuration requirements including required modules/components?,Yes,,,,,,Threat Management
T.1.3,Prohibition of disabling anti-malware with exceptions requiring Security approval and reenablement as soon as possible.,Yes,,,,,,Threat Management
T.1.4,"Required approval from Security and documentation of any folders, applications, and processes excluded from anti-malware scanning",Yes,,,,,,Threat Management
T.1.5,"Are any folders, applications, and/or processes excluded from anti-malware scanning?",No,,,,,,Threat Management
T.1.6,Is the interval between the availability of a new anti-malware signature update and its deployment no longer than 24 hours?,Yes,,Processes are in place to ensure enterprise PCs are running latest vendor definitions.,N.1 Network Security - IDS/IPS Signature Updates,12.6.1,Management of technical vulnerabilities,Threat Management
T.1.6.1,Are Whitelisted and/or Blacklisted Applications documented and enforced?,Yes,,,,,,Threat Management
T.2,"Is there a vulnerability management policy or program that has been approved by management, communicated to appropriate constituent and an owner assigned to maintain and review the policy? If yes:",Yes,5,,T.4 Technical Compliance Checking - Vulnerability Testing and Remediation,12.6.1,Control of technical vulnerabilities,Threat Management
T.2.1,Are vulnerabilities ranked for importance to the system and vulnerability identified?,Yes,,,T.4 Technical Compliance Checking - Vulnerability Testing and Remediation,12.6.1.d,Control of technical vulnerabilities,Threat Management
T.2.2,Are vulnerabilities documented and tracked to remediation?,Yes,,,T.4 Technical Compliance Checking - Vulnerability Testing and Remediation,12.6.1.h,Control of technical vulnerabilities,Threat Management
T.2.3,Are exceptions and risk mitigation strategies tracked and approved by the Security group?,Yes,,,,,,Threat Management
T.2.4,Are vulnerability scans performed against internal networks and systems? If yes:,Yes,,,T.4 Technical Compliance Checking - Vulnerability Testing and Remediation,12.6.1,Control of technical vulnerabilities,Threat Management
T.2.4.1,Do they occur at least Monthly?,Yes,,FactSet’s Security Assurance group performs internal assessments on an ongoing basis.  FactSet also has third party security assessments performed on an annual basis.,,,,Threat Management
T.2.4.2,Do they occur after a significant change?,Yes,,,,,,Threat Management
T.2.5,Are vulnerability scans performed against internet-facing networks and systems? If yes:,Yes,,,T.4 Technical Compliance Checking - Vulnerability Testing and Remediation,12.6.1,Control of technical vulnerabilities,Threat Management
T.2.5.1,Do they occur at least Monthly?,Yes,,FactSet’s Security Assurance group performs internal assessments on an ongoing basis.  FactSet also has third party security assessments performed on an annual basis.,,,,Threat Management
T.2.5.2,Do they occur after a significant change?,Yes,,,,,,Threat Management
T.2.5.3,Does your cloud provider permit you to execute a vulnerability scan of the external environment?,N/A,,FactSet is a SaaS with a Private cloud.  Client data is stored in FactSet's private/operated/controlled datacenters ,T.3 Application Vulnerability Assessments/Ethical Hacking,15.1.2 15.2.1 ,"Addressing security within supplier agreements, Monitoring and review of supplier services",Threat Management
T.2.5.4,Does your cloud provider permit you to execute a vulnerability scan of the internal environment?,N/A,,see T.2.5.3,,,,Threat Management
T.2.6,Are penetration tests performed? If yes:,Yes,,,T.4 Technical Compliance Checking - Vulnerability Testing and Remediation,12.6.1,Control of technical vulnerabilities,Threat Management
T.2.6.1,Is penetration testing performed at least annually?,Yes,,FactSet's Security Assurance group performs penetration testing on an ongoing basis.  Third party testing is performed as part of the acquisition process and for the introduction of major applications.  Third party static code anlaysis testing of the FactSet application is also performed. ,,,,Threat Management
T.2.6.2,Is penetration testing performed after significant changes?,No,,,,,,Threat Management
T.2.6.3,Are Penetration Tests performed by trained and experienced personnel?,Yes,,,T.4 Technical Compliance Checking - Vulnerability Testing and Remediation,18.2.3,Technical compliance review,Threat Management
T.2.6.4,Do penetration tests procedures include manual in addition to automated procedures?,Yes,,,T.3 Application Vulnerability Assessments/Ethical Hacking,"12.2.1
12.5.1

12.6.1","Controls against malware,
Control of Operational Software Management of technical vulnerabilities",Threat Management
T.2.6.5,Is penetration testing performed on external systems from the Internet?,Yes,,,,,,Threat Management
T.2.6.6,Is penetration testing performed on internal systems from inside the network?,Yes,,,,,,Threat Management
T.2.6.7,Does penetration testing include attempted exploitation of vulnerabilities?,Yes,,,,,,Threat Management
T.2.6.8,Do Penetration Tests include password cracking attacks against available services?,Yes,,,,,,Threat Management
T.2.6.9,Are web applications included in Penetration Tests?,Yes,,,,,,Threat Management
T.2.6.10,Are network and system details provided to the tester (White-Box Test) in Penetration Tests?,Yes,,,,,,Threat Management
T.2.6.11,Are issues risk-ranked for importance to the system and vulnerability identified?,Yes,,,T.4 Technical Compliance Checking - Vulnerability Testing and Remediation,12.6.1.d,Control of technical vulnerabilities,Threat Management
T.2.6.12,Are issues documented and tracked to remediation?,Yes,,,T.4 Technical Compliance Checking - Vulnerability Testing and Remediation,12.6.1.h,Control of technical vulnerabilities,Threat Management
T.2.6.13,Are exceptions and risk mitigation strategies tracked and approved by the security group?,Yes,,,,,,Threat Management
T.2.6.14,Are clients permitted to execute a penetration test of the external environment?,No,,"FactSet does not permit scanning or penetration testing of it networks by its clients or other third parties not directly engaged by FactSet to perform this testing.  FactSet's security response procedures involve blocking this activity, which will result in the disruption of access to FactSet resources.",T.3 Application Vulnerability Assessments/Ethical Hacking,15.1.2 15.2.1 ,"Addressing security within supplier agreements, Monitoring and review of supplier services",Threat Management
T.2.7,"Users permitted to execute mobile code, e.g. ActiveX Controls, Java Applets, Macros, etc?",Yes,,,,12.2.1,Controls Against Malware,Threat Management
T.3,Are vulnerability scans performed on all internet-facing applications at least monthly and after significant changes?,Yes,5,FactSet’s Security Assurance group performs internal assessments on a regular basis.  FactSet has third party security assessments performed on a regular basis.  Clients can refer to the executive summary of FactSet's third party security assessment.,T.3 Application Vulnerability Assessments/Ethical Hacking,,,Threat Management
T.3.1,Are there processes to manage threat and vulnerability assessment tools and the data they collect?,Yes,,,I.1 Application Security Program Governance,12.6.1,Management of technical vulnerabilities,Threat Management
U.1,"Are Servers used for transmitting, processing or storing Scoped Data? If yes, for all server platforms are:",Yes,5,,,,,Server Security
U.1.1,"Security configuration standards documented? If yes, are:",Yes,,,,,,Server Security
U.1.1.1,"Standards reviewed and/or updated at least annually to account for any changes in environment, available security features and/or leading practices?",Yes,,,,,,Server Security
U.1.1.2,Reviews performed to validate compliance with documented standards?,Yes,,,,,,Server Security
U.1.2,All unnecessary/unused services uninstalled or disabled?,Yes,,,,,,Server Security
U.1.3,All remote access and file sharing services configured to require authentication and encryption?,Yes,,,,,,Server Security
U.1.4,Data on a separate drive than the Operating System executables/binaries?,Yes,,,,,,Server Security
U.1.5,Systems configured to log users out after 15 minutes of inactivity?,No,,,,,,Server Security
U.1.6,"Are vendor default passwords removed, disabled or changed prior to placing the device or system into production?",Yes,,,H.1 Password Controls,9.2.4.g,Management of secret authentication information for users,Server Security
U.1.7,All available high-risk security patches applied and verified at least monthly on all server platforms?,Yes,,,,,,Server Security
U.1.8,"Are systems and applications patched? If yes, does it include:",Yes,,"FactSet maintains a regular patch management process and makes deliberate determinations of the train, version and patch level for each class of device.  Such patches are evaluated, tested, and released as appropriate.  FactSet monitors both threat assessments and vendor-issued updates continuously to perform timely patching.  FactSet maintains appropriate patching levels along with compensating controls to ensure devices are not vulnerable to attack.",G.2 System Patching,12.6.1 ,Management of technical vulnerabilities,Server Security
